author,topic,doc_nb,word_nb,char_nb,doc_ids
SustainBrands,T8, 0.014492754,  0.1014493,   0.8405797,
SustainBrands,T9, 0.014492754,  0.1014493,   0.8405797,
USER_2,T1, 0.052631579,  0.2631579,   1.7894737,
USER_2,T2, 0.052631579,  0.2631579,   1.7894737,
USER_2,T3, 0.052631579,  0.2631579,   1.7894737,
USER_2,T4, 0.578947368,  2.8947368,  19.6842105,874590496815009793
USER_2,T5, 0.052631579,  0.2631579,   1.7894737,
USER_2,T6, 0.052631579,  0.2631579,   1.7894737,
USER_2,T7, 0.052631579,  0.2631579,   1.7894737,
USER_2,T8, 0.052631579,  0.2631579,   1.7894737,
USER_2,T9, 0.052631579,  0.2631579,   1.7894737,
USER_3,T1, 0.037357316,  0.3192667,   2.1771013,
USER_3,T2, 0.037357316,  0.3192667,   2.1771013,
USER_3,T3, 0.853683846,  7.6662055,  51.9730197,719635824636076032
USER_3,T4, 0.037357316,  0.3192667,   2.1771013,
USER_3,T5, 0.037357316,  0.3192667,   2.1771013,
USER_3,T6, 0.037357316,  0.3192667,   2.1771013,
USER_3,T7, 0.715323418,  5.7429955,  39.4652369,928766098060738562
USER_3,T8, 0.037357316,  0.3192667,   2.1771013,
USER_3,T9, 0.206848841,  1.6751989,  11.4991352,
