date,topic,doc_nb,word_nb,char_nb,doc_ids
2016-06-05,G9,5.000000e-02,   3.0500000,   19.150000,
2016-06-12,G1,4.666667e-02,   6.9533333,   39.526667,
2016-06-12,G10,4.911111e-01,  73.1755556,  415.971111,5cc18399a2c3615169989cc4
2016-06-12,G2,2.222222e-03,   0.3311111,    1.882222,
2016-06-12,G3,4.666667e-02,   6.9533333,   39.526667,
2016-06-12,G4,2.222222e-03,   0.3311111,    1.882222,
2016-06-12,G5,2.222222e-03,   0.3311111,    1.882222,
2016-06-12,G6,4.666667e-02,   6.9533333,   39.526667,
2016-06-12,G7,2.222222e-03,   0.3311111,    1.882222,
2016-06-12,G8,3.577778e-01,  53.3088889,  303.037778,
2016-06-12,G9,2.222222e-03,   0.3311111,    1.882222,
2016-06-15,G1,1.102094e-01,  96.1026178,  591.604188,
2016-06-15,G10,3.952880e-02,  34.4691099,  212.190576,
2016-06-15,G2,2.617801e-04,   0.2282723,    1.405236,
2016-06-15,G3,2.617801e-04,   0.2282723,    1.405236,
2016-06-15,G4,3.196335e-01, 278.7204188, 1715.792670,
2016-06-15,G5,2.617801e-04,   0.2282723,    1.405236,
2016-06-15,G6,5.290576e-01, 461.3382199, 2839.981152,5cc183eea2c3615169989cd1
2016-06-15,G7,2.617801e-04,   0.2282723,    1.405236,
2016-06-15,G8,2.617801e-04,   0.2282723,    1.405236,
2016-06-15,G9,2.617801e-04,   0.2282723,    1.405236,
2016-06-20,G1,1.231855e-01, 136.9822581,  826.451411,
2016-06-20,G10,1.834677e-02,  20.4016129,  123.088508,
2016-06-20,G2,2.016129e-04,   0.2241935,    1.352621,
2016-06-20,G3,2.036290e-02,  22.6435484,  136.614718,
2016-06-20,G4,2.016129e-04,   0.2241935,    1.352621,
2016-06-20,G5,2.016129e-04,   0.2241935,    1.352621,
2016-06-20,G6,8.368952e-01, 930.6274194, 5614.729637,5cc18460a2c3615169989ce5
2016-06-20,G7,2.016129e-04,   0.2241935,    1.352621,
2016-06-20,G8,2.016129e-04,   0.2241935,    1.352621,
2016-06-20,G9,2.016129e-04,   0.2241935,    1.352621,
2016-06-26,G1,2.797784e-02,  21.2072022,  135.188920,
2016-06-26,G10,1.249307e-01,  94.6975069,  603.665374,
2016-06-26,G2,1.966759e-02,  14.9080332,   95.033795,
2016-06-26,G3,4.736842e-02,  35.9052632,  228.884211,
2016-06-26,G4,1.166205e-01,  88.3983380,  563.510249,
2016-06-26,G5,4.545706e-01, 344.5645429, 2196.485319,5cc18482a2c3615169989cf3
2016-06-26,G6,3.047091e-03,   2.3096953,   14.723546,
2016-06-26,G7,2.770083e-04,   0.2099723,    1.338504,
2016-06-26,G8,2.052632e-01, 155.5894737,  991.831579,
2016-06-26,G9,2.770083e-04,   0.2099723,    1.338504,
2016-07-05,G1,1.510574e-04,   0.2406344,    1.462387,
2016-07-05,G10,1.814199e-01, 289.0019637, 1756.326435,
2016-07-05,G2,1.510574e-04,   0.2406344,    1.462387,
2016-07-05,G3,1.510574e-04,   0.2406344,    1.462387,
2016-07-05,G4,1.510574e-04,   0.2406344,    1.462387,
2016-07-05,G5,1.510574e-04,   0.2406344,    1.462387,
2016-07-05,G6,1.361027e-01, 216.8116314, 1317.610423,
2016-07-05,G7,8.021148e-02, 127.7768882,  776.527341,
2016-07-05,G8,2.129909e-02,  33.9294562,  206.196526,
2016-07-05,G9,5.802115e-01, 924.2768882, 5617.027341,5cc18138a2c3615169989c5e
2016-07-07,G1,1.904762e-04,   0.1866667,    1.259619,
2016-07-07,G10,2.114286e-02,  20.7200000,  139.817714,
2016-07-07,G2,9.714286e-03,   9.5200000,   64.240571,
2016-07-07,G3,3.828571e-02,  37.5200000,  253.183429,
2016-07-07,G4,1.904762e-04,   0.1866667,    1.259619,
2016-07-07,G5,1.352381e-02,  13.2533333,   89.432952,
2016-07-07,G6,4.763810e-01, 466.8533333, 3150.307238,5cc18566a2c3615169989d1d
2016-07-07,G7,1.904762e-04,   0.1866667,    1.259619,
2016-07-07,G8,1.904762e-04,   0.1866667,    1.259619,
2016-07-07,G9,4.401905e-01, 431.3866667, 2910.979619,
2016-08-07,G1,3.105590e-04,   0.2369565,    1.439130,
2016-08-07,G10,1.649068e-01, 125.8239130,  764.178261,
2016-08-07,G2,8.105590e-02,  61.8456522,  375.613043,
2016-08-07,G3,3.105590e-04,   0.2369565,    1.439130,
2016-08-07,G4,3.105590e-04,   0.2369565,    1.439130,
2016-08-07,G5,5.065217e-01, 386.4760870, 2347.221739,5cc18761a2c3615169989d7b
2016-08-07,G6,1.121118e-01,  85.5413043,  519.526087,
2016-08-07,G7,2.204969e-02,  16.8239130,  102.178261,
2016-08-07,G8,3.105590e-04,   0.2369565,    1.439130,
2016-08-07,G9,1.121118e-01,  85.5413043,  519.526087,
2016-08-16,G1,1.581292e-02,  15.3701559,   94.197550,
2016-08-16,G10,1.182628e-01, 114.9514477,  704.491537,
2016-08-16,G2,3.187082e-01, 309.7844098, 1898.544989,
2016-08-16,G3,4.723831e-01, 459.1563474, 2813.985969,5cc187dfa2c3615169989d92
2016-08-16,G4,2.227171e-04,   0.2164811,    1.326726,
2016-08-16,G5,2.227171e-04,   0.2164811,    1.326726,
2016-08-16,G6,2.449889e-03,   2.3812918,   14.593987,
2016-08-16,G7,5.590200e-02,  54.3367483,  333.008241,
2016-08-16,G8,1.581292e-02,  15.3701559,   94.197550,
2016-08-16,G9,2.227171e-04,   0.2164811,    1.326726,
2016-08-18,G1,6.262626e-03,   5.9494949,   39.316768,
2016-08-18,G10,2.020202e-04,   0.1919192,    1.268283,
2016-08-18,G2,1.759596e-01, 167.1616162, 1104.674343,
2016-08-18,G3,6.484848e-02,  61.6060606,  407.118788,
2016-08-18,G4,4.789899e-01, 455.0404040, 3007.098586,5cc1881da2c3615169989d9e
2016-08-18,G5,2.020202e-04,   0.1919192,    1.268283,
2016-08-18,G6,1.072727e-01, 101.9090909,  673.458182,
2016-08-18,G7,1.658586e-01, 157.5656566, 1041.260202,
2016-08-18,G8,2.020202e-04,   0.1919192,    1.268283,
2016-08-18,G9,2.020202e-04,   0.1919192,    1.268283,
2016-09-07,G1,4.784689e-04,   0.2387560,    1.410048,
2016-09-07,G10,4.071770e-01, 203.1813397, 1199.950718,5cc17f30a2c3615169989bf1
2016-09-07,G2,1.004785e-02,   5.0138756,   29.611005,
2016-09-07,G3,1.392344e-01,  69.4779904,  410.323923,
2016-09-07,G4,4.784689e-04,   0.2387560,    1.410048,
2016-09-07,G5,4.784689e-04,   0.2387560,    1.410048,
2016-09-07,G6,7.703349e-02,  38.4397129,  227.017703,
2016-09-07,G7,2.397129e-01, 119.6167464,  706.433971,
2016-09-07,G8,1.248804e-01,  62.3153110,  368.022488,
2016-09-07,G9,4.784689e-04,   0.2387560,    1.410048,
2016-09-12,G1,2.366013e-02,  35.7031373,  219.400392,
2016-09-12,G10,1.437908e-03,   2.1698039,   13.333725,
2016-09-12,G2,6.720261e-01,1014.0874510, 6231.698431,5cc17f7aa2c3615169989c01
2016-09-12,G3,1.112418e-01, 167.8639216, 1031.545490,
2016-09-12,G4,1.307190e-04,   0.1972549,    1.212157,
2016-09-12,G5,1.307190e-04,   0.1972549,    1.212157,
2016-09-12,G6,1.437908e-03,   2.1698039,   13.333725,
2016-09-12,G7,1.712418e-02,  25.8403922,  158.792549,
2016-09-12,G8,1.307190e-04,   0.1972549,    1.212157,
2016-09-12,G9,1.726797e-01, 260.5737255, 1601.259216,
2016-09-16,G1,8.803279e-01, 385.5836066, 2286.211475,5cc17fe8a2c3615169989c16
2016-09-16,G10,5.464481e-04,   0.2393443,    1.419126,
2016-09-16,G2,5.464481e-04,   0.2393443,    1.419126,
2016-09-16,G3,5.464481e-04,   0.2393443,    1.419126,
2016-09-16,G4,5.464481e-04,   0.2393443,    1.419126,
2016-09-16,G5,5.464481e-04,   0.2393443,    1.419126,
2016-09-16,G6,1.153005e-01,  50.5016393,  299.435519,
2016-09-16,G7,5.464481e-04,   0.2393443,    1.419126,
2016-09-16,G8,5.464481e-04,   0.2393443,    1.419126,
2016-09-16,G9,5.464481e-04,   0.2393443,    1.419126,
2016-10-02,G1,1.224439e-01, 117.5461347,  699.766833,
2016-10-02,G10,5.738155e-01, 550.8628429, 3279.355362,5cc180e7a2c3615169989c56
2016-10-02,G2,2.493766e-04,   0.2394015,    1.425187,
2016-10-02,G3,7.730673e-03,   7.4214464,   44.180798,
2016-10-02,G4,2.493766e-04,   0.2394015,    1.425187,
2016-10-02,G5,2.493766e-04,   0.2394015,    1.425187,
2016-10-02,G6,8.004988e-02,  76.8478803,  457.485037,
2016-10-02,G7,2.493766e-04,   0.2394015,    1.425187,
2016-10-02,G8,2.493766e-04,   0.2394015,    1.425187,
2016-10-02,G9,2.147132e-01, 206.1246883, 1227.086035,
2016-10-08,G1,3.343465e-03,   2.7215805,   15.523708,
2016-10-08,G10,8.541033e-02,  69.5240122,  396.560182,
2016-10-08,G2,4.167173e-01, 339.2079027, 1934.818541,
2016-10-08,G3,4.288754e-01, 349.1045593, 1991.268389,5cc17caba2c3615169989b6e
2016-10-08,G4,3.039514e-04,   0.2474164,    1.411246,
2016-10-08,G5,6.382979e-03,   5.1957447,   29.636170,
2016-10-08,G6,3.039514e-04,   0.2474164,    1.411246,
2016-10-08,G7,3.039514e-04,   0.2474164,    1.411246,
2016-10-08,G8,5.805471e-02,  47.2565350,  269.548024,
2016-10-08,G9,3.039514e-04,   0.2474164,    1.411246,
2016-10-27,G1,5.187050e-01, 163.3920863, 1007.843885,5cc17a06a2c3615169989abb
2016-10-27,G10,1.733813e-01,  54.6151079,  336.879856,
2016-10-27,G2,7.194245e-04,   0.2266187,    1.397842,
2016-10-27,G3,7.194245e-04,   0.2266187,    1.397842,
2016-10-27,G4,3.028777e-01,  95.4064748,  588.491367,
2016-10-27,G5,7.194245e-04,   0.2266187,    1.397842,
2016-10-27,G6,7.194245e-04,   0.2266187,    1.397842,
2016-10-27,G7,7.194245e-04,   0.2266187,    1.397842,
2016-10-27,G8,7.194245e-04,   0.2266187,    1.397842,
2016-10-27,G9,7.194245e-04,   0.2266187,    1.397842,
2016-11-01,G1,6.660622e-01, 559.4922280, 3338.969689,5cc17a4ba2c3615169989acb
2016-11-01,G10,4.948187e-02,  41.5647668,  248.052591,
2016-11-01,G2,8.031088e-03,   6.7461140,   40.259845,
2016-11-01,G3,1.272021e-01, 106.8497409,  637.663990,
2016-11-01,G4,2.616580e-02,  21.9792746,  131.169171,
2016-11-01,G5,2.590674e-04,   0.2176166,    1.298705,
2016-11-01,G6,8.031088e-03,   6.7461140,   40.259845,
2016-11-01,G7,1.142487e-01,  95.9689119,  572.728756,
2016-11-01,G8,2.590674e-04,   0.2176166,    1.298705,
2016-11-01,G9,2.590674e-04,   0.2176166,    1.298705,
2016-11-10,G1,2.401747e-03,   2.2912664,   14.705895,
2016-11-10,G10,2.183406e-04,   0.2082969,    1.336900,
2016-11-10,G2,6.768559e-03,   6.4572052,   41.443886,
2016-11-10,G3,2.183406e-04,   0.2082969,    1.336900,
2016-11-10,G4,2.183406e-04,   0.2082969,    1.336900,
2016-11-10,G5,4.674672e-01, 445.9637555, 2862.301965,5cc17b16a2c3615169989b00
2016-11-10,G6,1.331878e-02,  12.7061135,   81.550873,
2016-11-10,G7,4.390830e-01, 418.8851528, 2688.505022,
2016-11-10,G8,2.183406e-04,   0.2082969,    1.336900,
2016-11-10,G9,7.008734e-02,  66.8633188,  429.144760,
2016-11-16,G1,3.134796e-04,   0.2112853,    1.380878,
2016-11-16,G10,5.987461e-02,  40.3554859,  263.747649,
2016-11-16,G2,1.912226e-02,  12.8884013,   84.233542,
2016-11-16,G3,6.614420e-02,  44.5811912,  291.365204,
2016-11-16,G4,3.388715e-01, 228.3993730, 1492.728840,
2016-11-16,G5,6.583072e-03,   4.4369906,   28.998433,
2016-11-16,G6,3.134796e-04,   0.2112853,    1.380878,
2016-11-16,G7,4.768025e-01, 321.3648903, 2100.315047,5cc17baca2c3615169989b2b
2016-11-16,G8,2.852665e-02,  19.2269592,  125.659875,
2016-11-16,G9,3.448276e-03,   2.3241379,   15.189655,
2016-11-22,G1,5.917160e-04,   0.2414201,    1.458580,
2016-11-22,G10,2.426036e-02,   9.8982249,   59.801775,
2016-11-22,G2,6.508876e-03,   2.6556213,   16.044379,
2016-11-22,G3,5.917160e-04,   0.2414201,    1.458580,
2016-11-22,G4,5.917160e-04,   0.2414201,    1.458580,
2016-11-22,G5,2.426036e-02,   9.8982249,   59.801775,
2016-11-22,G6,1.307692e-01,  53.3538462,  322.346154,
2016-11-22,G7,2.846154e-01, 116.1230769,  701.576923,
2016-11-22,G8,5.917160e-04,   0.2414201,    1.458580,
2016-11-22,G9,5.272189e-01, 215.1053254, 1299.594675,5cc17c29a2c3615169989b4b
2016-12-10,G1,4.310345e-04,   0.2163793,    1.331034,
2016-12-10,G10,6.939655e-02,  34.8370690,  214.296552,
2016-12-10,G2,1.987069e-01,  99.7508621,  613.606897,
2016-12-10,G3,4.310345e-04,   0.2163793,    1.331034,
2016-12-10,G4,4.310345e-04,   0.2163793,    1.331034,
2016-12-10,G5,7.202586e-01, 361.5698276, 2224.158621,5cc17771a2c3615169989a19
2016-12-10,G6,9.051724e-03,   4.5439655,   27.951724,
2016-12-10,G7,4.310345e-04,   0.2163793,    1.331034,
2016-12-10,G8,4.310345e-04,   0.2163793,    1.331034,
2016-12-10,G9,4.310345e-04,   0.2163793,    1.331034,
2016-12-16,G1,3.174603e-04,   0.2196825,    1.360000,
2016-12-16,G10,5.111111e-02,  35.3688889,  218.960000,
2016-12-16,G2,1.431746e-01,  99.0768254,  613.360000,
2016-12-16,G3,1.400000e-01,  96.8800000,  599.760000,
2016-12-16,G4,3.174603e-04,   0.2196825,    1.360000,
2016-12-16,G5,3.174603e-04,   0.2196825,    1.360000,
2016-12-16,G6,3.841270e-02,  26.5815873,  164.560000,
2016-12-16,G7,3.174603e-04,   0.2196825,    1.360000,
2016-12-16,G8,4.793651e-02,  33.1720635,  205.360000,
2016-12-16,G9,5.780952e-01, 400.0419048, 2476.560000,5cc17807a2c3615169989a39
2016-12-24,G1,2.381266e-02,  78.6294195,  463.132520,
2016-12-24,G10,5.271108e-01,1740.5199208,10251.778298,5cc17871a2c3615169989a54
2016-12-24,G2,6.596306e-05,   0.2178100,    1.282916,
2016-12-24,G3,6.596306e-05,   0.2178100,    1.282916,
2016-12-24,G4,6.596306e-05,   0.2178100,    1.282916,
2016-12-24,G5,1.127968e-02,  37.2455145,  219.378562,
2016-12-24,G6,4.096306e-02, 135.2600264,  796.690567,
2016-12-24,G7,7.592348e-02, 250.6993404, 1476.635818,
2016-12-24,G8,2.658971e-01, 877.9922164, 5171.432652,
2016-12-24,G9,5.481530e-02, 181.0001319, 1066.102836,
2017-01-06,G1,5.460993e-02,  49.2035461,  308.054610,
2017-01-06,G10,1.113475e-01, 100.3241135,  628.111348,
2017-01-06,G2,2.364066e-04,   0.2130024,    1.333570,
2017-01-06,G3,2.364066e-04,   0.2130024,    1.333570,
2017-01-06,G4,2.364066e-04,   0.2130024,    1.333570,
2017-01-06,G5,2.364066e-04,   0.2130024,    1.333570,
2017-01-06,G6,7.803783e-01, 703.1208038, 4402.113712,5cc178c7a2c3615169989a6a
2017-01-06,G7,2.364066e-04,   0.2130024,    1.333570,
2017-01-06,G8,1.678487e-02,  15.1231678,   94.683452,
2017-01-06,G9,3.569740e-02,  32.1633570,  201.369031,
2017-01-18,G1,1.517329e-03,   0.4696247,    2.878826,
2017-01-18,G10,1.517329e-03,   0.4696247,    2.878826,
2017-01-18,G2,1.517329e-03,   0.4696247,    2.878826,
2017-01-18,G3,1.517329e-03,   0.4696247,    2.878826,
2017-01-18,G4,8.816599e-03,   2.8272889,   17.367877,
2017-01-18,G5,1.517329e-03,   0.4696247,    2.878826,
2017-01-18,G6,1.517329e-03,   0.4696247,    2.878826,
2017-01-18,G7,6.865567e-01, 203.9263176, 1246.910322,5cc172d3a2c3615169989925
2017-01-18,G8,2.456463e-02,   7.5044543,   45.966303,
2017-01-18,G9,1.270958e+00, 402.9241910, 2473.482539,5cc172d1a2c3615169989924
2017-02-02,G1,1.383929e-02,   6.5044643,   40.978125,
2017-02-02,G10,4.464286e-04,   0.2098214,    1.321875,
2017-02-02,G2,7.816964e-01, 367.3973214, 2314.603125,5cc1741aa2c3615169989971
2017-02-02,G3,1.522321e-01,  71.5491071,  450.759375,
2017-02-02,G4,4.464286e-04,   0.2098214,    1.321875,
2017-02-02,G5,4.464286e-04,   0.2098214,    1.321875,
2017-02-02,G6,9.375000e-03,   4.4062500,   27.759375,
2017-02-02,G7,4.062500e-02,  19.0937500,  120.290625,
2017-02-02,G8,4.464286e-04,   0.2098214,    1.321875,
2017-02-02,G9,4.464286e-04,   0.2098214,    1.321875,
2017-02-20,G1,5.432203e-01, 166.7686441,  981.599153,5cc174e5a2c361516998999d
2017-02-20,G10,3.652542e-01, 112.1330508,  660.014407,
2017-02-20,G2,8.474576e-04,   0.2601695,    1.531356,
2017-02-20,G3,8.474576e-04,   0.2601695,    1.531356,
2017-02-20,G4,8.474576e-04,   0.2601695,    1.531356,
2017-02-20,G5,8.474576e-04,   0.2601695,    1.531356,
2017-02-20,G6,8.559322e-02,  26.2771186,  154.666949,
2017-02-20,G7,8.474576e-04,   0.2601695,    1.531356,
2017-02-20,G8,8.474576e-04,   0.2601695,    1.531356,
2017-02-20,G9,8.474576e-04,   0.2601695,    1.531356,
2017-02-21,G1,5.889908e-02,  77.8645872,  460.708624,
2017-02-21,G10,1.414679e-01, 187.0205505, 1106.561835,
2017-02-21,G2,5.688073e-03,   7.5196330,   44.492110,
2017-02-21,G3,7.522936e-03,   9.9453211,   58.844404,
2017-02-21,G4,3.321101e-02,  43.9049541,  259.776514,
2017-02-21,G5,2.403670e-02,  31.7765138,  188.015046,
2017-02-21,G6,5.598165e-01, 740.0774312, 4378.884771,5cc17521a2c36151699899a1
2017-02-21,G7,1.302752e-02,  17.2223853,  101.901284,
2017-02-21,G8,1.834862e-04,   0.2425688,    1.435229,
2017-02-21,G9,1.561468e-01, 206.4260550, 1221.380183,
2017-03-16,G1,2.320186e-04,   0.2194896,    1.350116,
2017-03-16,G10,3.529002e-01, 333.8436195, 2053.526450,5cc16ecda2c3615169989833
2017-03-16,G2,2.320186e-04,   0.2194896,    1.350116,
2017-03-16,G3,3.039443e-02,  28.7531323,  176.865197,
2017-03-16,G4,2.320186e-04,   0.2194896,    1.350116,
2017-03-16,G5,1.881671e-01, 178.0060325, 1094.944084,
2017-03-16,G6,2.320186e-04,   0.2194896,    1.350116,
2017-03-16,G7,1.046404e-01,  98.9897912,  608.902320,
2017-03-16,G8,2.740139e-01, 259.2171694, 1594.487007,
2017-03-16,G9,4.895592e-02,  46.3122970,  284.874478,
2017-04-29,G1,5.409182e-02,  63.7201597,  391.300200,
2017-04-29,G10,6.407186e-02,  75.4766467,  463.495808,
2017-04-29,G2,1.217565e-02,  14.3429142,   88.078643,
2017-04-29,G3,2.195609e-03,   2.5864271,   15.883034,
2017-04-29,G4,1.996008e-04,   0.2351297,    1.443912,
2017-04-29,G5,1.996008e-04,   0.2351297,    1.443912,
2017-04-29,G6,5.750499e-01, 677.4087824, 4159.910978,5cc17135a2c36151699898c4
2017-04-29,G7,4.011976e-02,  47.2610778,  290.226347,
2017-04-29,G8,1.996008e-04,   0.2351297,    1.443912,
2017-04-29,G9,2.516966e-01, 296.4986028, 1820.773253,
2017-05-03,G1,8.420000e-02,  85.4630000,  529.365400,
2017-05-03,G10,5.020000e-02,  50.9530000,  315.607400,
2017-05-03,G2,1.242000e-01, 126.0630000,  780.845400,
2017-05-03,G3,1.742000e-01, 176.8130000, 1095.195400,
2017-05-03,G4,1.402000e-01, 142.3030000,  881.437400,
2017-05-03,G5,1.082000e-01, 109.8230000,  680.253400,
2017-05-03,G6,2.000000e-04,   0.2030000,    1.257400,
2017-05-03,G7,1.620000e-02,  16.4430000,  101.849400,
2017-05-03,G8,2.562000e-01, 260.0430000, 1610.729400,5cc1715da2c36151699898d2
2017-05-03,G9,4.620000e-02,  46.8930000,  290.459400,
2017-05-05,G1,2.842742e-02,  31.8671371,  191.742944,
2017-05-05,G10,5.463710e-02,  61.2481855,  368.527218,
2017-05-05,G2,4.034274e-01, 452.2421371, 2721.117944,5cc16de0a2c36151699897fe
2017-05-05,G3,2.280242e-01, 255.6151210, 1538.023185,
2017-05-05,G4,1.433468e-01, 160.6917339,  966.873992,
2017-05-05,G5,2.016129e-04,   0.2260081,    1.359879,
2017-05-05,G6,5.262097e-02,  58.9881048,  354.928427,
2017-05-05,G7,4.233871e-03,   4.7461694,   28.557460,
2017-05-05,G8,2.016129e-04,   0.2260081,    1.359879,
2017-05-05,G9,8.487903e-02,  95.1493952,  572.509073,
2017-05-17,G1,2.624672e-04,   0.2228346,    1.393438,
2017-05-17,G10,2.624672e-04,   0.2228346,    1.393438,
2017-05-17,G2,2.624672e-04,   0.2228346,    1.393438,
2017-05-17,G3,7.112861e-02,  60.3881890,  377.621785,
2017-05-17,G4,2.624672e-04,   0.2228346,    1.393438,
2017-05-17,G5,9.212598e-02,  78.2149606,  489.096850,
2017-05-17,G6,5.511811e-03,   4.6795276,   29.262205,
2017-05-17,G7,4.858268e-01, 412.4669291, 2579.254331,5cc16d04a2c36151699897be
2017-05-17,G8,2.125984e-02,  18.0496063,  112.868504,
2017-05-17,G9,3.230971e-01, 274.3094488, 1715.322572,
2017-06-01,G1,1.057741e-01,  46.7882162,  280.856186,
2017-06-01,G10,7.575059e-02,  29.7509321,  177.996492,
2017-06-01,G2,1.259207e-01, 118.2424287,  719.594281,
