interactor,date,topic,doc_nb,word_nb,char_nb,doc_ids
NA,2016-07-13,P9,3.703704e-03,   0.2037037,    1.251852,
NA,2016-07-14,P1,7.380952e-03,   0.5316667,    3.128571,
NA,2016-07-14,P10,3.119048e-02,   2.6983333,   16.414286,
NA,2016-07-14,P2,3.883333e-01,  35.1983333,  215.700000,
NA,2016-07-14,P3,7.380952e-03,   0.5316667,    3.128571,
NA,2016-07-14,P4,1.073810e-01,   6.8316667,   39.128571,
NA,2016-07-14,P5,7.380952e-03,   0.5316667,    3.128571,
NA,2016-07-14,P6,1.428810e+00, 106.0816667,  627.985714,uk.org.publicwhip/debate/2016-07-14c.412.7 uk.org.publicwhip/debate/2016-07-14c.412.3
NA,2016-07-14,P7,7.380952e-03,   0.5316667,    3.128571,
NA,2016-07-14,P8,7.380952e-03,   0.5316667,    3.128571,
NA,2016-07-14,P9,7.380952e-03,   0.5316667,    3.128571,
NA,2016-07-18,P1,7.664683e-01, 345.4430778, 2050.940753,uk.org.publicwhip/debate/2016-07-18c.645.0
NA,2016-07-18,P10,2.391403e-02,   7.9966608,   46.566582,
NA,2016-07-18,P2,2.612336e-01, 127.1073709,  757.721284,
NA,2016-07-18,P3,8.762518e-03,   2.9815093,   17.384764,
NA,2016-07-18,P4,1.186760e-03,   0.4739335,    2.793855,
NA,2016-07-18,P5,3.117603e-01, 127.6085414,  753.404858,
NA,2016-07-18,P6,1.186760e-03,   0.4739335,    2.793855,
NA,2016-07-18,P7,5.769118e-01, 215.3736929, 1264.086676,uk.org.publicwhip/debate/2016-07-18c.591.2
NA,2016-07-18,P8,2.163805e-02,   9.6767883,   57.427682,
NA,2016-07-18,P9,2.693783e-02,  13.8644915,   82.879692,
NA,2016-09-07,P1,6.286533e-01, 164.5297201, 1007.168528,uk.org.publicwhip/debate/2016-09-07b.419.1
NA,2016-09-07,P10,3.051291e-01,  55.6109081,  335.473615,
NA,2016-09-07,P2,2.391356e-01,  65.3347597,  389.564882,
NA,2016-09-07,P3,9.290912e-03,   1.2174182,    7.538042,
NA,2016-09-07,P4,4.440479e-01, 149.2990088,  895.501223,uk.org.publicwhip/debate/2016-09-07b.412.0
NA,2016-09-07,P5,3.041392e-01,  84.1008714,  511.867693,
NA,2016-09-07,P6,1.199513e+00, 196.4609437, 1201.943763,uk.org.publicwhip/debate/2016-09-07b.333.3
NA,2016-09-07,P7,1.402490e+00, 229.1938863, 1406.432836,uk.org.publicwhip/debate/2016-09-07b.371.5
NA,2016-09-07,P8,4.583105e-01, 144.0350653,  867.971375,uk.org.publicwhip/debate/2016-09-07b.405.0
NA,2016-09-07,P9,9.290912e-03,   1.2174182,    7.538042,
NA,2016-11-08,P1,1.923077e-03,   0.2134615,    1.326923,
NA,2016-11-08,P10,1.923077e-03,   0.2134615,    1.326923,
NA,2016-11-08,P2,1.365385e-01,  15.1557692,   94.211538,
NA,2016-11-08,P3,1.923077e-03,   0.2134615,    1.326923,
NA,2016-11-08,P4,3.865385e-01,  42.9057692,  266.711538,
