author,topic,doc_nb,word_nb,char_nb,doc_ids
Hilary Benn,P1,3.571429e-03,   0.2928571,    1.653571,
Hilary Benn,P10,3.571429e-03,   0.2928571,    1.653571,
Hilary Benn,P2,1.464286e-01,  12.0071429,   67.796429,
Hilary Benn,P3,7.500000e-02,   6.1500000,   34.725000,
Hilary Benn,P4,3.571429e-03,   0.2928571,    1.653571,
Hilary Benn,P5,3.928571e-02,   3.2214286,   18.189286,
Hilary Benn,P6,5.392857e-01,  44.2214286,  249.689286,uk.org.publicwhip/debate/2019-04-23a.610.1
Hilary Benn,P7,1.821429e-01,  14.9357143,   84.332143,
Hilary Benn,P8,3.571429e-03,   0.2928571,    1.653571,
Hilary Benn,P9,3.571429e-03,   0.2928571,    1.653571,
Ian Murray,P1,5.700000e-01,  44.4600000,  269.610000,uk.org.publicwhip/debate/2019-03-20b.1057.0
Ian Murray,P10,3.333333e-03,   0.2600000,    1.576667,
Ian Murray,P2,3.333333e-03,   0.2600000,    1.576667,
Ian Murray,P3,3.333333e-03,   0.2600000,    1.576667,
Ian Murray,P4,3.333333e-03,   0.2600000,    1.576667,
Ian Murray,P5,3.333333e-03,   0.2600000,    1.576667,
Ian Murray,P6,3.333333e-03,   0.2600000,    1.576667,
Ian Murray,P7,2.700000e-01,  21.0600000,  127.710000,
Ian Murray,P8,1.366667e-01,  10.6600000,   64.643333,
Ian Murray,P9,3.333333e-03,   0.2600000,    1.576667,
Jeremy Corbyn,P1,5.181347e-04,   0.2269430,    1.368912,
Jeremy Corbyn,P10,5.181347e-04,   0.2269430,    1.368912,
Jeremy Corbyn,P2,5.181347e-04,   0.2269430,    1.368912,
Jeremy Corbyn,P3,1.606218e-02,   7.0352332,   42.436269,
Jeremy Corbyn,P4,5.699482e-03,   2.4963731,   15.058031,
Jeremy Corbyn,P5,2.440415e-01, 106.8901554,  644.757513,
Jeremy Corbyn,P6,3.943005e-01, 172.7036269, 1041.741969,uk.org.publicwhip/debate/2019-05-01c.225.2
Jeremy Corbyn,P7,5.181347e-04,   0.2269430,    1.368912,
Jeremy Corbyn,P8,3.373057e-01, 147.7398964,  891.161658,
Jeremy Corbyn,P9,5.181347e-04,   0.2269430,    1.368912,
Jo Johnson,P1,7.313830e-03,   0.5150266,    2.839628,
Jo Johnson,P10,7.313830e-03,   0.5150266,    2.839628,
Jo Johnson,P2,3.690160e-01,  75.7490691,  445.563032,uk.org.publicwhip/debate/2018-05-23c.896.3
Jo Johnson,P3,1.243351e-01,  24.8554521,  146.073670,
Jo Johnson,P4,2.932181e-01,  49.9206117,  291.661436,
Jo Johnson,P5,7.313830e-03,   0.5150266,    2.839628,
Jo Johnson,P6,1.020612e+00,  70.4059840,  387.366223,uk.org.publicwhip/debate/2017-12-12b.169.11
Jo Johnson,P7,8.178191e-02,  16.0043883,   93.988564,
Jo Johnson,P8,7.313830e-03,   0.5150266,    2.839628,
Jo Johnson,P9,8.178191e-02,  16.0043883,   93.988564,
John Bercow,P1,2.076636e-01, 202.2642991, 1342.129533,uk.org.publicwhip/debate/2016-05-18a.3.0
John Bercow,P10,1.104673e-01, 107.5951402,  713.950093,
John Bercow,P2,8.990654e-02,  87.5689720,  581.065981,
John Bercow,P3,4.317757e-02,  42.0549533,  279.056636,
John Bercow,P4,1.478505e-01, 144.0063551,  955.557570,
John Bercow,P5,1.927103e-01, 187.6998131, 1245.486542,
John Bercow,P6,3.925234e-03,   3.8231776,   25.368785,
John Bercow,P7,1.869159e-04,   0.1820561,    1.208037,
John Bercow,P8,1.869159e-04,   0.1820561,    1.208037,
John Bercow,P9,2.039252e-01, 198.6231776, 1317.968785,
Karin Smyth,P1,4.901961e-04,   0.2328431,    1.412745,
Karin Smyth,P10,4.901961e-04,   0.2328431,    1.412745,
Karin Smyth,P2,4.901961e-04,   0.2328431,    1.412745,
Karin Smyth,P3,2.500000e-02,  11.8750000,   72.050000,
Karin Smyth,P4,1.622549e-01,  77.0710784,  467.618627,
Karin Smyth,P5,3.338235e-01, 158.5661765,  962.079412,uk.org.publicwhip/debate/2019-10-17c.545.0
Karin Smyth,P6,1.965686e-01,  93.3700980,  566.510784,
Karin Smyth,P7,7.401961e-02,  35.1593137,  213.324510,
Karin Smyth,P8,2.063725e-01,  98.0269608,  594.765686,
Karin Smyth,P9,4.901961e-04,   0.2328431,    1.412745,
Kerry McCarthy,P1,1.000000e-01,   4.3000000,   24.600000,
Kerry McCarthy,P10,4.761905e-03,   0.2047619,    1.171429,
Kerry McCarthy,P2,4.761905e-03,   0.2047619,    1.171429,
Kerry McCarthy,P3,4.761905e-03,   0.2047619,    1.171429,
Kerry McCarthy,P4,4.761905e-03,   0.2047619,    1.171429,
Kerry McCarthy,P5,4.761905e-03,   0.2047619,    1.171429,
Kerry McCarthy,P6,7.666667e-01,  32.9666667,  188.600000,uk.org.publicwhip/debate/2019-02-07b.386.4
Kerry McCarthy,P7,1.000000e-01,   4.3000000,   24.600000,
Kerry McCarthy,P8,4.761905e-03,   0.2047619,    1.171429,
Kerry McCarthy,P9,4.761905e-03,   0.2047619,    1.171429,
Kevin Hollinrake,P1,8.333333e-03,   0.2250000,    1.291667,
Kevin Hollinrake,P10,8.333333e-03,   0.2250000,    1.291667,
Kevin Hollinrake,P2,9.166667e-02,   2.4750000,   14.208333,
Kevin Hollinrake,P3,8.333333e-03,   0.2250000,    1.291667,
Kevin Hollinrake,P4,8.333333e-03,   0.2250000,    1.291667,
Kevin Hollinrake,P5,8.333333e-03,   0.2250000,    1.291667,
Kevin Hollinrake,P6,3.416667e-01,   9.2250000,   52.958333,
Kevin Hollinrake,P7,5.083333e-01,  13.7250000,   78.791667,uk.org.publicwhip/debate/2018-10-31a.928.4
Kevin Hollinrake,P8,8.333333e-03,   0.2250000,    1.291667,
Kevin Hollinrake,P9,8.333333e-03,   0.2250000,    1.291667,
Kit Malthouse,P1,3.623188e-04,   0.2047101,    1.345652,
Kit Malthouse,P10,1.485507e-02,   8.3931159,   55.171739,
Kit Malthouse,P2,3.623188e-04,   0.2047101,    1.345652,
Kit Malthouse,P3,3.623188e-04,   0.2047101,    1.345652,
Kit Malthouse,P4,3.985507e-03,   2.2518116,   14.802174,
Kit Malthouse,P5,3.623188e-04,   0.2047101,    1.345652,
Kit Malthouse,P6,1.887681e-01, 106.6539855,  701.084783,
Kit Malthouse,P7,2.938406e-01, 166.0199275, 1091.323913,
Kit Malthouse,P8,1.123188e-02,   6.3460145,   41.715217,
Kit Malthouse,P9,4.858696e-01, 274.5163043, 1804.519565,uk.org.publicwhip/debate/2019-03-28b.662.1
Kwasi Kwarteng,P1,3.030303e-03,   0.2242424,    1.245455,
Kwasi Kwarteng,P10,3.030303e-03,   0.2242424,    1.245455,
Kwasi Kwarteng,P2,1.545455e-01,  11.4363636,   63.518182,
Kwasi Kwarteng,P3,3.030303e-03,   0.2242424,    1.245455,
Kwasi Kwarteng,P4,3.030303e-03,   0.2242424,    1.245455,
Kwasi Kwarteng,P5,3.030303e-03,   0.2242424,    1.245455,
Kwasi Kwarteng,P6,7.909091e-01,  58.5272727,  325.063636,uk.org.publicwhip/debate/2019-10-22d.802.0
Kwasi Kwarteng,P7,3.030303e-03,   0.2242424,    1.245455,
Kwasi Kwarteng,P8,3.030303e-03,   0.2242424,    1.245455,
Kwasi Kwarteng,P9,3.333333e-02,   2.4666667,   13.700000,
Margaret Greenwood,P1,2.580952e-01,  60.3942857,  373.721905,
Margaret Greenwood,P10,9.523810e-04,   0.2228571,    1.379048,
Margaret Greenwood,P2,1.047619e-02,   2.4514286,   15.169524,
Margaret Greenwood,P3,9.523810e-04,   0.2228571,    1.379048,
Margaret Greenwood,P4,2.952381e-02,   6.9085714,   42.750476,
Margaret Greenwood,P5,2.104762e-01,  49.2514286,  304.769524,
Margaret Greenwood,P6,9.523810e-04,   0.2228571,    1.379048,
Margaret Greenwood,P7,2.200000e-01,  51.4800000,  318.560000,
Margaret Greenwood,P8,2.676190e-01,  62.6228571,  387.512381,uk.org.publicwhip/debate/2016-09-07b.405.0
Margaret Greenwood,P9,9.523810e-04,   0.2228571,    1.379048,
Margaret Ritchie,P1,1.000000e-02,   0.2400000,    1.590000,
Margaret Ritchie,P10,4.100000e-01,   9.8400000,   65.190000,
Margaret Ritchie,P2,1.000000e-02,   0.2400000,    1.590000,
Margaret Ritchie,P3,1.000000e-02,   0.2400000,    1.590000,
Margaret Ritchie,P4,1.000000e-02,   0.2400000,    1.590000,
Margaret Ritchie,P5,1.000000e-02,   0.2400000,    1.590000,
Margaret Ritchie,P6,5.100000e-01,  12.2400000,   81.090000,uk.org.publicwhip/debate/2016-01-07b.417.3
Margaret Ritchie,P7,1.000000e-02,   0.2400000,    1.590000,
Margaret Ritchie,P8,1.000000e-02,   0.2400000,    1.590000,
Margaret Ritchie,P9,1.000000e-02,   0.2400000,    1.590000,
Mary Creagh,P1,5.514231e-02,  23.8451803,  140.646129,
Mary Creagh,P10,7.867173e-02,  34.2216509,  201.846129,
Mary Creagh,P2,6.477419e-01, 133.9558065,  792.707419,uk.org.publicwhip/debate/2017-02-27b.53.1
Mary Creagh,P3,2.201139e-03,   0.4981214,    2.946129,
Mary Creagh,P4,2.022011e-01,  88.6981214,  523.146129,uk.org.publicwhip/debate/2016-09-07b.412.0
Mary Creagh,P5,2.120683e-01,  50.5172865,  298.697742,
Mary Creagh,P6,1.608349e-01,  51.5523909,  304.391290,
Mary Creagh,P7,2.447059e-01,  93.2652941,  550.330000,
Mary Creagh,P8,3.942315e-01, 111.9480266,  661.342903,
Mary Creagh,P9,2.201139e-03,   0.4981214,    2.946129,
Mary Robinson,P1,4.517241e-01,  30.2655172,  173.010345,uk.org.publicwhip/debate/2019-06-26a.659.4
Mary Robinson,P10,2.103448e-01,  14.0931034,   80.562069,
Mary Robinson,P2,3.448276e-03,   0.2310345,    1.320690,
Mary Robinson,P3,1.068966e-01,   7.1620690,   40.941379,
Mary Robinson,P4,3.448276e-03,   0.2310345,    1.320690,
Mary Robinson,P5,3.793103e-02,   2.5413793,   14.527586,
Mary Robinson,P6,3.448276e-03,   0.2310345,    1.320690,
Mary Robinson,P7,1.758621e-01,  11.7827586,   67.355172,
Mary Robinson,P8,3.448276e-03,   0.2310345,    1.320690,
Mary Robinson,P9,3.448276e-03,   0.2310345,    1.320690,
Matt Western,P1,1.685185e-01,  22.2444444,  123.692593,
Matt Western,P10,1.851852e-03,   0.2444444,    1.359259,
Matt Western,P2,1.851852e-03,   0.2444444,    1.359259,
Matt Western,P3,1.851852e-03,   0.2444444,    1.359259,
Matt Western,P4,1.851852e-03,   0.2444444,    1.359259,
Matt Western,P5,2.055556e-01,  27.1333333,  150.877778,
Matt Western,P6,1.851852e-03,   0.2444444,    1.359259,
Matt Western,P7,3.166667e-01,  41.8000000,  232.433333,uk.org.publicwhip/debate/2019-03-21a.1252.3
Matt Western,P8,2.981481e-01,  39.3555556,  218.840741,
Matt Western,P9,1.851852e-03,   0.2444444,    1.359259,
Matthew Pennycook,P1,1.337719e-02,  13.3905702,   82.229605,
Matthew Pennycook,P10,1.537281e-01, 153.8817982,  944.966447,
Matthew Pennycook,P2,2.192982e-04,   0.2195175,    1.348026,
Matthew Pennycook,P3,2.192982e-04,   0.2195175,    1.348026,
Matthew Pennycook,P4,2.412281e-03,   2.4146930,   14.828289,
Matthew Pennycook,P5,2.192982e-04,   0.2195175,    1.348026,
Matthew Pennycook,P6,3.969298e-02,  39.7326754,  243.992763,
Matthew Pennycook,P7,2.436404e-01, 243.8839912, 1497.657237,
Matthew Pennycook,P8,4.188596e-02,  41.9278509,  257.473026,
Matthew Pennycook,P9,5.046053e-01, 505.1098684, 3101.808553,uk.org.publicwhip/debate/2017-11-15c.494.4
Michael Ellis,P1,1.538462e-03,   0.2276923,    1.387692,
Michael Ellis,P10,1.538462e-03,   0.2276923,    1.387692,
Michael Ellis,P2,1.538462e-03,   0.2276923,    1.387692,
Michael Ellis,P3,4.015385e-01,  59.4276923,  362.187692,uk.org.publicwhip/debate/2019-07-18a.945.0
Michael Ellis,P4,2.323077e-01,  34.3815385,  209.541538,
Michael Ellis,P5,1.538462e-03,   0.2276923,    1.387692,
Michael Ellis,P6,3.553846e-01,  52.5969231,  320.556923,
Michael Ellis,P7,1.538462e-03,   0.2276923,    1.387692,
Michael Ellis,P8,1.538462e-03,   0.2276923,    1.387692,
Michael Ellis,P9,1.538462e-03,   0.2276923,    1.387692,
Michael Tomlinson,P1,1.428571e-02,   0.2285714,    1.342857,
Michael Tomlinson,P10,1.571429e-01,   2.5142857,   14.771429,
Michael Tomlinson,P2,1.428571e-02,   0.2285714,    1.342857,
Michael Tomlinson,P3,1.428571e-02,   0.2285714,    1.342857,
Michael Tomlinson,P4,1.428571e-02,   0.2285714,    1.342857,
Michael Tomlinson,P5,1.428571e-02,   0.2285714,    1.342857,
Michael Tomlinson,P6,7.285714e-01,  11.6571429,   68.485714,uk.org.publicwhip/debate/2017-11-07c.1321.5
Michael Tomlinson,P7,1.428571e-02,   0.2285714,    1.342857,
Michael Tomlinson,P8,1.428571e-02,   0.2285714,    1.342857,
Michael Tomlinson,P9,1.428571e-02,   0.2285714,    1.342857,
Neil Gray,P1,4.854077e-01, 252.4120172, 1509.618026,uk.org.publicwhip/debate/2016-07-18c.645.0
Neil Gray,P10,4.291845e-04,   0.2231760,    1.334764,
Neil Gray,P2,2.150215e-01, 111.8111588,  668.716738,
Neil Gray,P3,4.291845e-04,   0.2231760,    1.334764,
Neil Gray,P4,4.291845e-04,   0.2231760,    1.334764,
Neil Gray,P5,1.291845e-01,  67.1759657,  401.763948,
Neil Gray,P6,4.291845e-04,   0.2231760,    1.334764,
Neil Gray,P7,1.291845e-01,  67.1759657,  401.763948,
Neil Gray,P8,1.330472e-02,   6.9184549,   41.377682,
Neil Gray,P9,2.618026e-02,  13.6137339,   81.420601,
Nicholas Soames,P1,1.116071e-01,   7.8901786,   48.984821,
Nicholas Soames,P10,9.151786e-01,  89.8366071,  548.466964,uk.org.publicwhip/debate/2018-11-22b.1110.5
Nicholas Soames,P2,4.464286e-03,   0.4973214,    3.020536,
Nicholas Soames,P3,4.464286e-03,   0.4973214,    3.020536,
Nicholas Soames,P4,4.464286e-03,   0.4973214,    3.020536,
Nicholas Soames,P5,7.366071e-01, 206.2294643, 1223.502679,uk.org.publicwhip/debate/2019-03-25c.92.1
Nicholas Soames,P6,4.464286e-03,   0.4973214,    3.020536,
Nicholas Soames,P7,1.383929e-01,  38.1312500,  226.279464,
Nicholas Soames,P8,4.464286e-03,   0.4973214,    3.020536,
Nicholas Soames,P9,7.589286e-02,   5.4258929,   33.663393,
Nigel Huddleston,P1,5.882353e-03,   0.3117647,    1.788235,
Nigel Huddleston,P10,5.882353e-03,   0.3117647,    1.788235,
Nigel Huddleston,P2,5.882353e-03,   0.3117647,    1.788235,
Nigel Huddleston,P3,5.882353e-03,   0.3117647,    1.788235,
Nigel Huddleston,P4,5.882353e-03,   0.3117647,    1.788235,
Nigel Huddleston,P5,3.000000e-01,  15.9000000,   91.200000,
Nigel Huddleston,P6,5.882353e-03,   0.3117647,    1.788235,
Nigel Huddleston,P7,6.529412e-01,  34.6058824,  198.494118,uk.org.publicwhip/debate/2019-02-21a.1593.1
Nigel Huddleston,P8,5.882353e-03,   0.3117647,    1.788235,
Nigel Huddleston,P9,5.882353e-03,   0.3117647,    1.788235,
Pat Glass,P1,4.601351e-01, 169.3297297,  986.529730,uk.org.publicwhip/debate/2016-03-09a.281.0
Pat Glass,P10,2.912162e-01, 107.1675676,  624.367568,
Pat Glass,P2,1.418919e-02,   5.2216216,   30.421622,
Pat Glass,P3,6.756757e-04,   0.2486486,    1.448649,
Pat Glass,P4,6.756757e-04,   0.2486486,    1.448649,
Pat Glass,P5,2.101351e-01,  77.3297297,  450.529730,
Pat Glass,P6,6.756757e-04,   0.2486486,    1.448649,
Pat Glass,P7,6.756757e-04,   0.2486486,    1.448649,
Pat Glass,P8,6.756757e-04,   0.2486486,    1.448649,
Pat Glass,P9,2.094595e-02,   7.7081081,   44.908108,
Patricia Gibson,P1,1.444016e-01, 107.8265077,  640.302606,
Patricia Gibson,P10,4.616643e-03,   0.4716690,    2.743467,
Patricia Gibson,P2,2.573048e-01, 194.5361851, 1155.254219,uk.org.publicwhip/debate/2018-10-18b.833.2
Patricia Gibson,P3,4.616643e-03,   0.4716690,    2.743467,
Patricia Gibson,P4,9.601449e-02,  70.6652174,  419.609058,
Patricia Gibson,P5,9.700210e-01, 188.5978962, 1109.605084,uk.org.publicwhip/debate/2019-05-01c.251.0
Patricia Gibson,P6,4.616643e-03,   0.4716690,    2.743467,
Patricia Gibson,P7,3.451964e-01, 139.0803647,  823.605785,
Patricia Gibson,P8,1.685951e-01, 126.4071529,  750.649381,
Patricia Gibson,P9,4.616643e-03,   0.4716690,    2.743467,
Patrick Grady,P1,7.692277e-01, 292.9448033, 1785.094540,uk.org.publicwhip/debate/2016-01-25c.112.1 uk.org.publicwhip/debate/2016-09-07b.419.1
Patrick Grady,P10,2.429529e-01,  66.6297094,  404.684737,
Patrick Grady,P2,4.669371e-02,  23.1176465,  140.530766,
Patrick Grady,P3,3.693497e-02,   2.5838975,   15.628082,
Patrick Grady,P4,2.318709e-01,  65.0950354,  398.729241,
Patrick Grady,P5,4.630386e-02,  17.2187467,  104.976664,
Patrick Grady,P6,3.553964e-01,  98.6629064,  603.601226,
Patrick Grady,P7,4.465464e-01, 185.4225066, 1129.854772,
Patrick Grady,P8,1.896864e-01,  53.5079962,  325.007589,
Patrick Grady,P9,6.343869e-01,  45.8167519,  276.892382,uk.org.publicwhip/debate/2019-07-24b.1362.2
Peter Aldous,P1,5.882353e-04,   0.2158824,    1.313529,
Peter Aldous,P10,5.882353e-04,   0.2158824,    1.313529,
Peter Aldous,P2,5.882353e-04,   0.2158824,    1.313529,
Peter Aldous,P3,1.770588e-01,  64.9805882,  395.372353,
Peter Aldous,P4,1.182353e-01,  43.3923529,  264.019412,
Peter Aldous,P5,5.882353e-04,   0.2158824,    1.313529,
Peter Aldous,P6,1.123529e-01,  41.2335294,  250.884118,
Peter Aldous,P7,5.882353e-04,   0.2158824,    1.313529,
Peter Aldous,P8,3.476471e-01, 127.5864706,  776.295882,uk.org.publicwhip/debate/2019-10-28b.124.3
Peter Aldous,P9,2.417647e-01,  88.7276471,  539.860588,
Rachel Maclean,P1,8.440000e-01,  49.7960000,  284.428000,uk.org.publicwhip/debate/2019-07-17a.816.2
Rachel Maclean,P10,4.000000e-03,   0.2360000,    1.348000,
Rachel Maclean,P2,4.000000e-03,   0.2360000,    1.348000,
Rachel Maclean,P3,4.400000e-02,   2.5960000,   14.828000,
Rachel Maclean,P4,4.000000e-03,   0.2360000,    1.348000,
Rachel Maclean,P5,4.000000e-03,   0.2360000,    1.348000,
Rachel Maclean,P6,4.000000e-03,   0.2360000,    1.348000,
Rachel Maclean,P7,4.400000e-02,   2.5960000,   14.828000,
Rachel Maclean,P8,4.400000e-02,   2.5960000,   14.828000,
Rachel Maclean,P9,4.000000e-03,   0.2360000,    1.348000,
Rachel Reeves,P1,1.700111e-02,   3.3257525,   18.327703,
Rachel Reeves,P10,1.849600e-03,   0.5075707,    2.858006,
Rachel Reeves,P2,1.659319e-01,  96.4449377,  558.212116,
Rachel Reeves,P3,1.382132e-01,  25.8712071,  142.085279,
Rachel Reeves,P4,1.522753e-02,   9.5376710,   55.299478,
Rachel Reeves,P5,2.894750e-01, 194.6547279, 1130.349645,
Rachel Reeves,P6,7.291223e-01, 135.7802980,  745.403461,uk.org.publicwhip/debate/2019-06-12e.670.0
Rachel Reeves,P7,1.712527e-01,  77.8091821,  447.296792,
Rachel Reeves,P8,4.399767e-01, 296.2433566, 1720.316200,uk.org.publicwhip/debate/2016-01-06b.366.1
Rachel Reeves,P9,3.194993e-02,  20.8252964,  120.851318,
Rebecca Pow,P1,3.012048e-04,   0.2418675,    1.456325,
Rebecca Pow,P10,3.644578e-02,  29.2659639,  176.215361,
Rebecca Pow,P2,3.343373e-02,  26.8472892,  161.652108,
Rebecca Pow,P3,3.012048e-04,   0.2418675,    1.456325,
Rebecca Pow,P4,1.659639e-01, 133.2689759,  802.435241,
Rebecca Pow,P5,3.012048e-04,   0.2418675,    1.456325,
Rebecca Pow,P6,2.138554e-02,  17.1725904,  103.399096,
Rebecca Pow,P7,1.087349e-01,  87.3141566,  525.733434,
Rebecca Pow,P8,6.328313e-01, 508.1635542, 3059.739458,uk.org.publicwhip/debate/2019-03-18c.894.0
Rebecca Pow,P9,3.012048e-04,   0.2418675,    1.456325,
Richard Benyon,P1,4.504505e-04,   0.2729730,    1.505856,
Richard Benyon,P10,4.463964e-01, 270.5162162, 1492.303153,uk.org.publicwhip/debate/2017-02-01b.1005.253
Richard Benyon,P2,4.504505e-04,   0.2729730,    1.505856,
Richard Benyon,P3,4.504505e-04,   0.2729730,    1.505856,
Richard Benyon,P4,1.310811e-01,  79.4351351,  438.204054,
Richard Benyon,P5,2.211712e-01, 134.0297297,  739.375225,
Richard Benyon,P6,4.504505e-04,   0.2729730,    1.505856,
Richard Benyon,P7,1.986486e-01, 120.3810811,  664.082432,
Richard Benyon,P8,4.504505e-04,   0.2729730,    1.505856,
Richard Benyon,P9,4.504505e-04,   0.2729730,    1.505856,
Ruth Cadbury,P1,3.690037e-04,   0.2199262,    1.290406,
Ruth Cadbury,P10,3.357934e-02,  20.0132841,  117.426937,
Ruth Cadbury,P2,3.690037e-04,   0.2199262,    1.290406,
Ruth Cadbury,P3,7.568266e-01, 451.0686347, 2646.622509,uk.org.publicwhip/debate/2019-10-28b.114.1
Ruth Cadbury,P4,4.059041e-03,   2.4191882,   14.194465,
Ruth Cadbury,P5,1.184502e-01,  70.5963100,  414.220295,
Ruth Cadbury,P6,3.690037e-04,   0.2199262,    1.290406,
Ruth Cadbury,P7,4.059041e-03,   2.4191882,   14.194465,
Ruth Cadbury,P8,7.047970e-02,  42.0059041,  246.467528,
Ruth Cadbury,P9,1.143911e-02,   6.8177122,   40.002583,
Ruth George,P1,8.378378e-02,   7.7081081,   44.572973,
Ruth George,P10,2.702703e-03,   0.2486486,    1.437838,
Ruth George,P2,2.702703e-03,   0.2486486,    1.437838,
Ruth George,P3,2.702703e-03,   0.2486486,    1.437838,
Ruth George,P4,2.972973e-02,   2.7351351,   15.816216,
Ruth George,P5,2.972973e-02,   2.7351351,   15.816216,
Ruth George,P6,5.162162e-01,  47.4918919,  274.627027,uk.org.publicwhip/debate/2019-02-28a.602.2
Ruth George,P7,2.702703e-03,   0.2486486,    1.437838,
Ruth George,P8,3.270270e-01,  30.0864865,  173.978378,
Ruth George,P9,2.702703e-03,   0.2486486,    1.437838,
Stephen Doughty,P1,7.562500e-02,  31.3843750,  184.146875,
Stephen Doughty,P10,2.006250e-01,  83.2593750,  488.521875,
Stephen Doughty,P2,6.250000e-04,   0.2593750,    1.521875,
Stephen Doughty,P3,6.250000e-04,   0.2593750,    1.521875,
Stephen Doughty,P4,6.250000e-04,   0.2593750,    1.521875,
Stephen Doughty,P5,3.131250e-01, 129.9468750,  762.459375,uk.org.publicwhip/debate/2019-09-09c.549.4
Stephen Doughty,P6,6.250000e-04,   0.2593750,    1.521875,
Stephen Doughty,P7,2.756250e-01, 114.3843750,  671.146875,
Stephen Doughty,P8,6.250000e-04,   0.2593750,    1.521875,
Stephen Doughty,P9,1.318750e-01,  54.7281250,  321.115625,
Stephen Gethins,P1,6.454049e-01, 144.8783139,  857.636139,
Stephen Gethins,P10,5.072361e-01, 231.3707640, 1281.005520,uk.org.publicwhip/debate/2019-04-09c.244.1
Stephen Gethins,P2,3.267809e-03,   0.7675894,    4.461869,
Stephen Gethins,P3,3.267809e-03,   0.7675894,    4.461869,
Stephen Gethins,P4,8.677883e-02,  15.0334032,   89.470042,
Stephen Gethins,P5,2.729002e-01, 123.0499620,  681.901510,
Stephen Gethins,P6,1.077454e-01,  17.0660968,  100.267839,
Stephen Gethins,P7,1.343054e+00, 315.5787217, 1831.609570,uk.org.publicwhip/debate/2018-12-03b.610.1 uk.org.publicwhip/debate/2019-03-11c.80.1
Stephen Gethins,P8,3.267809e-03,   0.7675894,    4.461869,
Stephen Gethins,P9,2.707733e-02,   5.7199703,   34.723774,
Stephen Kerr,P1,3.731343e-04,   0.2548507,    1.455224,
Stephen Kerr,P10,3.731343e-04,   0.2548507,    1.455224,
Stephen Kerr,P2,9.738806e-02,  66.5160448,  379.813433,
Stephen Kerr,P3,2.205224e-01, 150.6167910,  860.037313,uk.org.publicwhip/debate/2019-10-17c.541.0
Stephen Kerr,P4,1.197761e-01,  81.8070896,  467.126866,
Stephen Kerr,P5,1.496269e-01, 102.1951493,  583.544776,
Stephen Kerr,P6,1.906716e-01, 130.2287313,  743.619403,
Stephen Kerr,P7,1.197761e-01,  81.8070896,  467.126866,
Stephen Kerr,P8,1.011194e-01,  69.0645522,  394.365672,
Stephen Kerr,P9,3.731343e-04,   0.2548507,    1.455224,
Stephen Twigg,P1,3.737288e-01, 109.1288136,  657.015254,
Stephen Twigg,P10,8.474576e-04,   0.2474576,    1.489831,
Stephen Twigg,P2,1.618644e-01,  47.2644068,  284.557627,
Stephen Twigg,P3,8.474576e-04,   0.2474576,    1.489831,
Stephen Twigg,P4,8.474576e-04,   0.2474576,    1.489831,
Stephen Twigg,P5,8.474576e-04,   0.2474576,    1.489831,
Stephen Twigg,P6,8.474576e-04,   0.2474576,    1.489831,
Stephen Twigg,P7,3.991525e-01, 116.5525424,  701.710169,uk.org.publicwhip/debate/2019-07-01c.957.4
Stephen Twigg,P8,8.474576e-04,   0.2474576,    1.489831,
Stephen Twigg,P9,6.016949e-02,  17.5694915,  105.777966,
Teresa Pearce,P1,4.545455e-03,   0.2681818,    1.568182,
Teresa Pearce,P10,4.545455e-03,   0.2681818,    1.568182,
Teresa Pearce,P2,4.545455e-03,   0.2681818,    1.568182,
Teresa Pearce,P3,4.545455e-03,   0.2681818,    1.568182,
Teresa Pearce,P4,4.545455e-03,   0.2681818,    1.568182,
Teresa Pearce,P5,4.545455e-03,   0.2681818,    1.568182,
Teresa Pearce,P6,8.681818e-01,  51.2227273,  299.522727,uk.org.publicwhip/debate/2018-03-13c.698.3
Teresa Pearce,P7,9.545455e-02,   5.6318182,   32.931818,
Teresa Pearce,P8,4.545455e-03,   0.2681818,    1.568182,
Teresa Pearce,P9,4.545455e-03,   0.2681818,    1.568182,
Therese Coffey,P1,1.661631e-03,   2.3163142,   14.211934,
Therese Coffey,P10,1.510574e-04,   0.2105740,    1.291994,
Therese Coffey,P2,1.255287e-01, 174.9870091, 1073.646979,
Therese Coffey,P3,4.682779e-03,   6.5277946,   40.051813,
Therese Coffey,P4,3.173716e-01, 442.4160121, 2714.479305,
Therese Coffey,P5,1.510574e-04,   0.2105740,    1.291994,
Therese Coffey,P6,1.510574e-04,   0.2105740,    1.291994,
Therese Coffey,P7,1.481873e-01, 206.5731118, 1267.446073,
Therese Coffey,P8,3.974320e-01, 554.0202417, 3399.236103,uk.org.publicwhip/debate/2019-04-23a.721.0
Therese Coffey,P9,4.682779e-03,   6.5277946,   40.051813,
Tobias Ellwood,P1,4.078947e-02,   8.9328947,   52.047368,
Tobias Ellwood,P10,1.315789e-03,   0.2881579,    1.678947,
Tobias Ellwood,P2,1.315789e-03,   0.2881579,    1.678947,
Tobias Ellwood,P3,1.315789e-03,   0.2881579,    1.678947,
Tobias Ellwood,P4,2.776316e-01,  60.8013158,  354.257895,
Tobias Ellwood,P5,3.697368e-01,  80.9723684,  471.784211,uk.org.publicwhip/debate/2019-10-14a.76.0
Tobias Ellwood,P6,5.394737e-02,  11.8144737,   68.836842,
Tobias Ellwood,P7,2.513158e-01,  55.0381579,  320.678947,
