author,date,topic,doc_nb,word_nb,char_nb,doc_ids
Daniel Zeichner,2019-07-25,P6,5.916667e-01,  20.1166667,  110.641667,uk.org.publicwhip/debate/2019-07-25a.1427.7
Daniel Zeichner,2019-07-25,P7,8.333333e-03,   0.2833333,    1.558333,
Daniel Zeichner,2019-07-25,P8,8.333333e-03,   0.2833333,    1.558333,
Daniel Zeichner,2019-07-25,P9,9.166667e-02,   3.1166667,   17.141667,
Darren Jones,2018-11-12,P1,3.012048e-04,   0.2259036,    1.364759,
Darren Jones,2018-11-12,P10,1.837349e-02,  13.7801205,   83.250301,
Darren Jones,2018-11-12,P2,6.325301e-03,   4.7439759,   28.659940,
Darren Jones,2018-11-12,P3,5.150602e-02,  38.6295181,  233.373795,
Darren Jones,2018-11-12,P4,1.027108e-01,  77.0331325,  465.382831,
Darren Jones,2018-11-12,P5,3.343373e-02,  25.0753012,  151.488253,
Darren Jones,2018-11-12,P6,7.560241e-02,  56.7018072,  342.554518,
Darren Jones,2018-11-12,P7,2.774096e-01, 208.0572289, 1256.943072,
Darren Jones,2018-11-12,P8,4.009036e-01, 300.6777108, 1816.494277,uk.org.publicwhip/debate/2018-11-12d.151.1
Darren Jones,2018-11-12,P9,3.343373e-02,  25.0753012,  151.488253,
David Drew,2019-05-09,P1,3.846154e-03,   0.2807692,    1.565385,
David Drew,2019-05-09,P10,4.230769e-02,   3.0884615,   17.219231,
David Drew,2019-05-09,P2,1.961538e-01,  14.3192308,   79.834615,
David Drew,2019-05-09,P3,3.846154e-03,   0.2807692,    1.565385,
David Drew,2019-05-09,P4,3.846154e-03,   0.2807692,    1.565385,
David Drew,2019-05-09,P5,3.846154e-03,   0.2807692,    1.565385,
David Drew,2019-05-09,P6,3.846154e-03,   0.2807692,    1.565385,
David Drew,2019-05-09,P7,4.269231e-01,  31.1653846,  173.757692,uk.org.publicwhip/debate/2019-05-09b.640.7
David Drew,2019-05-09,P8,1.576923e-01,  11.5115385,   64.180769,
David Drew,2019-05-09,P9,1.576923e-01,  11.5115385,   64.180769,
Derek Thomas,2019-10-17,P1,2.217391e-02,  12.3508696,   72.109565,
Derek Thomas,2019-10-17,P10,4.347826e-04,   0.2421739,    1.413913,
Derek Thomas,2019-10-17,P2,4.347826e-04,   0.2421739,    1.413913,
Derek Thomas,2019-10-17,P3,1.347826e-02,   7.5073913,   43.831304,
Derek Thomas,2019-10-17,P4,2.308696e-01, 128.5943478,  750.787826,
Derek Thomas,2019-10-17,P5,1.743478e-01,  97.1117391,  566.979130,
Derek Thomas,2019-10-17,P6,3.352174e-01, 186.7160870, 1090.126957,uk.org.publicwhip/debate/2019-10-17c.552.2
Derek Thomas,2019-10-17,P7,3.521739e-02,  19.6160870,  114.526957,
Derek Thomas,2019-10-17,P8,1.613043e-01,  89.8465217,  524.561739,
Derek Thomas,2019-10-17,P9,2.652174e-02,  14.7726087,   86.248696,
Douglas Chapman,2019-06-13,P1,4.000000e-03,   0.2600000,    1.500000,
Douglas Chapman,2019-06-13,P10,4.000000e-03,   0.2600000,    1.500000,
Douglas Chapman,2019-06-13,P2,4.000000e-03,   0.2600000,    1.500000,
Douglas Chapman,2019-06-13,P3,6.040000e-01,  39.2600000,  226.500000,uk.org.publicwhip/debate/2019-06-13b.822.1
Douglas Chapman,2019-06-13,P4,4.000000e-03,   0.2600000,    1.500000,
Douglas Chapman,2019-06-13,P5,4.000000e-03,   0.2600000,    1.500000,
Douglas Chapman,2019-06-13,P6,4.000000e-03,   0.2600000,    1.500000,
Douglas Chapman,2019-06-13,P7,3.640000e-01,  23.6600000,  136.500000,
Douglas Chapman,2019-06-13,P8,4.000000e-03,   0.2600000,    1.500000,
Douglas Chapman,2019-06-13,P9,4.000000e-03,   0.2600000,    1.500000,
Edward Davey,2019-04-23,P1,1.723684e-01,  31.8881579,  183.400000,
Edward Davey,2019-04-23,P10,1.065789e-01,  19.7171053,  113.400000,
Edward Davey,2019-04-23,P2,1.592105e-01,  29.4539474,  169.400000,
Edward Davey,2019-04-23,P3,1.315789e-03,   0.2434211,    1.400000,
Edward Davey,2019-04-23,P4,1.315789e-03,   0.2434211,    1.400000,
Edward Davey,2019-04-23,P5,1.315789e-03,   0.2434211,    1.400000,
Edward Davey,2019-04-23,P6,3.960526e-01,  73.2697368,  421.400000,uk.org.publicwhip/debate/2019-04-23a.682.2
Edward Davey,2019-04-23,P7,1.592105e-01,  29.4539474,  169.400000,
Edward Davey,2019-04-23,P8,1.315789e-03,   0.2434211,    1.400000,
Edward Davey,2019-04-23,P9,1.315789e-03,   0.2434211,    1.400000,
Eleanor Laing,2017-02-08,P1,4.111842e-05,   0.1855674,    1.226398,
Eleanor Laing,2017-02-08,P10,6.834293e-01,3084.3163240,20383.961595,uk.org.publicwhip/debate/2017-02-08b.434.1
Eleanor Laing,2017-02-08,P2,4.111842e-05,   0.1855674,    1.226398,
Eleanor Laing,2017-02-08,P3,4.111842e-05,   0.1855674,    1.226398,
Eleanor Laing,2017-02-08,P4,4.111842e-05,   0.1855674,    1.226398,
Eleanor Laing,2017-02-08,P5,4.111842e-05,   0.1855674,    1.226398,
Eleanor Laing,2017-02-08,P6,4.111842e-05,   0.1855674,    1.226398,
Eleanor Laing,2017-02-08,P7,4.111842e-05,   0.1855674,    1.226398,
Eleanor Laing,2017-02-08,P8,4.523026e-04,   2.0412418,   13.490378,
Eleanor Laing,2017-02-08,P9,3.158306e-01,1425.3434622, 9419.963240,
Emily Thornberry,2016-11-22,P1,4.272727e-01,  41.8727273,  229.872727,uk.org.publicwhip/debate/2016-11-22b.734.5
Emily Thornberry,2016-11-22,P10,6.363636e-02,   6.2363636,   34.236364,
Emily Thornberry,2016-11-22,P2,6.363636e-02,   6.2363636,   34.236364,
Emily Thornberry,2016-11-22,P3,3.030303e-03,   0.2969697,    1.630303,
Emily Thornberry,2016-11-22,P4,3.030303e-03,   0.2969697,    1.630303,
Emily Thornberry,2016-11-22,P5,3.333333e-02,   3.2666667,   17.933333,
Emily Thornberry,2016-11-22,P6,3.030303e-03,   0.2969697,    1.630303,
Emily Thornberry,2016-11-22,P7,3.969697e-01,  38.9030303,  213.569697,
Emily Thornberry,2016-11-22,P8,3.030303e-03,   0.2969697,    1.630303,
Emily Thornberry,2016-11-22,P9,3.030303e-03,   0.2969697,    1.630303,
George Kerevan,2016-03-08,P1,6.250000e-04,   0.2962500,    1.640000,
George Kerevan,2016-03-08,P10,6.250000e-04,   0.2962500,    1.640000,
George Kerevan,2016-03-08,P2,8.256250e-01, 391.3462500, 2166.440000,uk.org.publicwhip/debate/2016-03-08a.250.2
George Kerevan,2016-03-08,P3,6.250000e-04,   0.2962500,    1.640000,
George Kerevan,2016-03-08,P4,1.312500e-02,   6.2212500,   34.440000,
George Kerevan,2016-03-08,P5,6.250000e-04,   0.2962500,    1.640000,
George Kerevan,2016-03-08,P6,6.312500e-02,  29.9212500,  165.640000,
George Kerevan,2016-03-08,P7,9.437500e-02,  44.7337500,  247.640000,
George Kerevan,2016-03-08,P8,6.250000e-04,   0.2962500,    1.640000,
George Kerevan,2016-03-08,P9,6.250000e-04,   0.2962500,    1.640000,
Graham Stuart,2016-01-18,P1,4.926108e-04,   0.2852217,    1.590148,
Graham Stuart,2016-01-18,P10,4.926108e-04,   0.2852217,    1.590148,
Graham Stuart,2016-01-18,P2,3.497537e-02,  20.2507389,  112.900493,
Graham Stuart,2016-01-18,P3,4.926108e-04,   0.2852217,    1.590148,
Graham Stuart,2016-01-18,P4,5.418719e-03,   3.1374384,   17.491626,
Graham Stuart,2016-01-18,P5,4.926108e-04,   0.2852217,    1.590148,
Graham Stuart,2016-01-18,P6,3.354680e-01, 194.2359606, 1082.890640,
Graham Stuart,2016-01-18,P7,6.162562e-01, 356.8123153, 1989.274877,uk.org.publicwhip/debate/2016-01-18b.1178.0
Graham Stuart,2016-01-18,P8,4.926108e-04,   0.2852217,    1.590148,
Graham Stuart,2016-01-18,P9,5.418719e-03,   3.1374384,   17.491626,
Greg Clark,2016-11-08,P1,1.923077e-03,   0.2134615,    1.326923,
Greg Clark,2016-11-08,P10,1.923077e-03,   0.2134615,    1.326923,
Greg Clark,2016-11-08,P2,1.365385e-01,  15.1557692,   94.211538,
Greg Clark,2016-11-08,P3,1.923077e-03,   0.2134615,    1.326923,
Greg Clark,2016-11-08,P4,3.865385e-01,  42.9057692,  266.711538,
Greg Clark,2016-11-08,P5,1.923077e-03,   0.2134615,    1.326923,
Greg Clark,2016-11-08,P6,4.634615e-01,  51.4442308,  319.788462,uk.org.publicwhip/debate/2016-11-08c.1390.7
Greg Clark,2016-11-08,P7,1.923077e-03,   0.2134615,    1.326923,
Greg Clark,2016-11-08,P8,1.923077e-03,   0.2134615,    1.326923,
Greg Clark,2016-11-08,P9,1.923077e-03,   0.2134615,    1.326923,
Greg Clark,2017-12-12,P1,5.500000e-01,  27.5000000,  164.450000,uk.org.publicwhip/debate/2017-12-12b.175.2
Greg Clark,2017-12-12,P10,4.545455e-03,   0.2272727,    1.359091,
Greg Clark,2017-12-12,P2,4.545455e-03,   0.2272727,    1.359091,
Greg Clark,2017-12-12,P3,4.545455e-03,   0.2272727,    1.359091,
Greg Clark,2017-12-12,P4,3.681818e-01,  18.4090909,  110.086364,
Greg Clark,2017-12-12,P5,4.545455e-03,   0.2272727,    1.359091,
Greg Clark,2017-12-12,P6,4.545455e-03,   0.2272727,    1.359091,
Greg Clark,2017-12-12,P7,4.545455e-03,   0.2272727,    1.359091,
Greg Clark,2017-12-12,P8,5.000000e-02,   2.5000000,   14.950000,
Greg Clark,2017-12-12,P9,4.545455e-03,   0.2272727,    1.359091,
Greg Mulholland,2016-02-02,P1,3.164557e-04,   0.2417722,    1.445570,
Greg Mulholland,2016-02-02,P10,2.879747e-02,  22.0012658,  131.546835,
Greg Mulholland,2016-02-02,P2,4.750000e-01, 362.9000000, 2169.800000,uk.org.publicwhip/debate/2016-02-02a.861.0
Greg Mulholland,2016-02-02,P3,3.164557e-04,   0.2417722,    1.445570,
Greg Mulholland,2016-02-02,P4,3.829114e-02,  29.2544304,  174.913924,
Greg Mulholland,2016-02-02,P5,1.490506e-01, 113.8746835,  680.863291,
Greg Mulholland,2016-02-02,P6,3.164557e-04,   0.2417722,    1.445570,
Greg Mulholland,2016-02-02,P7,1.300633e-01,  99.3683544,  594.129114,
Greg Mulholland,2016-02-02,P8,3.164557e-04,   0.2417722,    1.445570,
Greg Mulholland,2016-02-02,P9,1.775316e-01, 135.6341772,  810.964557,
Helen Hayes,2019-02-21,P1,2.564103e-03,   0.1692308,    1.069231,
Helen Hayes,2019-02-21,P10,2.564103e-03,   0.1692308,    1.069231,
Helen Hayes,2019-02-21,P2,2.564103e-03,   0.1692308,    1.069231,
Helen Hayes,2019-02-21,P3,6.435897e-01,  42.4769231,  268.376923,uk.org.publicwhip/debate/2019-02-21a.1588.7
Helen Hayes,2019-02-21,P4,2.564103e-03,   0.1692308,    1.069231,
Helen Hayes,2019-02-21,P5,3.102564e-01,  20.4769231,  129.376923,
Helen Hayes,2019-02-21,P6,2.564103e-03,   0.1692308,    1.069231,
Helen Hayes,2019-02-21,P7,2.820513e-02,   1.8615385,   11.761538,
Helen Hayes,2019-02-21,P8,2.564103e-03,   0.1692308,    1.069231,
Helen Hayes,2019-02-21,P9,2.564103e-03,   0.1692308,    1.069231,
Hilary Benn,2019-04-23,P1,3.571429e-03,   0.2928571,    1.653571,
Hilary Benn,2019-04-23,P10,3.571429e-03,   0.2928571,    1.653571,
Hilary Benn,2019-04-23,P2,1.464286e-01,  12.0071429,   67.796429,
Hilary Benn,2019-04-23,P3,7.500000e-02,   6.1500000,   34.725000,
Hilary Benn,2019-04-23,P4,3.571429e-03,   0.2928571,    1.653571,
Hilary Benn,2019-04-23,P5,3.928571e-02,   3.2214286,   18.189286,
Hilary Benn,2019-04-23,P6,5.392857e-01,  44.2214286,  249.689286,uk.org.publicwhip/debate/2019-04-23a.610.1
Hilary Benn,2019-04-23,P7,1.821429e-01,  14.9357143,   84.332143,
Hilary Benn,2019-04-23,P8,3.571429e-03,   0.2928571,    1.653571,
Hilary Benn,2019-04-23,P9,3.571429e-03,   0.2928571,    1.653571,
Ian Murray,2019-03-20,P1,5.700000e-01,  44.4600000,  269.610000,uk.org.publicwhip/debate/2019-03-20b.1057.0
Ian Murray,2019-03-20,P10,3.333333e-03,   0.2600000,    1.576667,
Ian Murray,2019-03-20,P2,3.333333e-03,   0.2600000,    1.576667,
Ian Murray,2019-03-20,P3,3.333333e-03,   0.2600000,    1.576667,
Ian Murray,2019-03-20,P4,3.333333e-03,   0.2600000,    1.576667,
Ian Murray,2019-03-20,P5,3.333333e-03,   0.2600000,    1.576667,
Ian Murray,2019-03-20,P6,3.333333e-03,   0.2600000,    1.576667,
Ian Murray,2019-03-20,P7,2.700000e-01,  21.0600000,  127.710000,
Ian Murray,2019-03-20,P8,1.366667e-01,  10.6600000,   64.643333,
Ian Murray,2019-03-20,P9,3.333333e-03,   0.2600000,    1.576667,
Jeremy Corbyn,2019-05-01,P1,5.181347e-04,   0.2269430,    1.368912,
Jeremy Corbyn,2019-05-01,P10,5.181347e-04,   0.2269430,    1.368912,
Jeremy Corbyn,2019-05-01,P2,5.181347e-04,   0.2269430,    1.368912,
Jeremy Corbyn,2019-05-01,P3,1.606218e-02,   7.0352332,   42.436269,
Jeremy Corbyn,2019-05-01,P4,5.699482e-03,   2.4963731,   15.058031,
Jeremy Corbyn,2019-05-01,P5,2.440415e-01, 106.8901554,  644.757513,
Jeremy Corbyn,2019-05-01,P6,3.943005e-01, 172.7036269, 1041.741969,uk.org.publicwhip/debate/2019-05-01c.225.2
Jeremy Corbyn,2019-05-01,P7,5.181347e-04,   0.2269430,    1.368912,
Jeremy Corbyn,2019-05-01,P8,3.373057e-01, 147.7398964,  891.161658,
Jeremy Corbyn,2019-05-01,P9,5.181347e-04,   0.2269430,    1.368912,
Jo Johnson,2017-12-12,P1,6.250000e-03,   0.2937500,    1.537500,
Jo Johnson,2017-12-12,P10,6.250000e-03,   0.2937500,    1.537500,
Jo Johnson,2017-12-12,P2,6.250000e-03,   0.2937500,    1.537500,
Jo Johnson,2017-12-12,P3,6.250000e-03,   0.2937500,    1.537500,
Jo Johnson,2017-12-12,P4,6.875000e-02,   3.2312500,   16.912500,
Jo Johnson,2017-12-12,P5,6.250000e-03,   0.2937500,    1.537500,
Jo Johnson,2017-12-12,P6,8.812500e-01,  41.4187500,  216.787500,uk.org.publicwhip/debate/2017-12-12b.169.11
Jo Johnson,2017-12-12,P7,6.250000e-03,   0.2937500,    1.537500,
Jo Johnson,2017-12-12,P8,6.250000e-03,   0.2937500,    1.537500,
Jo Johnson,2017-12-12,P9,6.250000e-03,   0.2937500,    1.537500,
Jo Johnson,2018-05-23,P1,1.063830e-03,   0.2212766,    1.302128,
Jo Johnson,2018-05-23,P10,1.063830e-03,   0.2212766,    1.302128,
Jo Johnson,2018-05-23,P2,3.627660e-01,  75.4553191,  444.025532,uk.org.publicwhip/debate/2018-05-23c.896.3
Jo Johnson,2018-05-23,P3,1.180851e-01,  24.5617021,  144.536170,
Jo Johnson,2018-05-23,P4,2.244681e-01,  46.6893617,  274.748936,
Jo Johnson,2018-05-23,P5,1.063830e-03,   0.2212766,    1.302128,
Jo Johnson,2018-05-23,P6,1.393617e-01,  28.9872340,  170.578723,
Jo Johnson,2018-05-23,P7,7.553191e-02,  15.7106383,   92.451064,
Jo Johnson,2018-05-23,P8,1.063830e-03,   0.2212766,    1.302128,
Jo Johnson,2018-05-23,P9,7.553191e-02,  15.7106383,   92.451064,
John Bercow,2016-05-18,P1,2.076636e-01, 202.2642991, 1342.129533,uk.org.publicwhip/debate/2016-05-18a.3.0
John Bercow,2016-05-18,P10,1.104673e-01, 107.5951402,  713.950093,
John Bercow,2016-05-18,P2,8.990654e-02,  87.5689720,  581.065981,
John Bercow,2016-05-18,P3,4.317757e-02,  42.0549533,  279.056636,
John Bercow,2016-05-18,P4,1.478505e-01, 144.0063551,  955.557570,
John Bercow,2016-05-18,P5,1.927103e-01, 187.6998131, 1245.486542,
John Bercow,2016-05-18,P6,3.925234e-03,   3.8231776,   25.368785,
John Bercow,2016-05-18,P7,1.869159e-04,   0.1820561,    1.208037,
John Bercow,2016-05-18,P8,1.869159e-04,   0.1820561,    1.208037,
John Bercow,2016-05-18,P9,2.039252e-01, 198.6231776, 1317.968785,
Karin Smyth,2019-10-17,P1,4.901961e-04,   0.2328431,    1.412745,
Karin Smyth,2019-10-17,P10,4.901961e-04,   0.2328431,    1.412745,
Karin Smyth,2019-10-17,P2,4.901961e-04,   0.2328431,    1.412745,
Karin Smyth,2019-10-17,P3,2.500000e-02,  11.8750000,   72.050000,
Karin Smyth,2019-10-17,P4,1.622549e-01,  77.0710784,  467.618627,
Karin Smyth,2019-10-17,P5,3.338235e-01, 158.5661765,  962.079412,uk.org.publicwhip/debate/2019-10-17c.545.0
Karin Smyth,2019-10-17,P6,1.965686e-01,  93.3700980,  566.510784,
Karin Smyth,2019-10-17,P7,7.401961e-02,  35.1593137,  213.324510,
Karin Smyth,2019-10-17,P8,2.063725e-01,  98.0269608,  594.765686,
Karin Smyth,2019-10-17,P9,4.901961e-04,   0.2328431,    1.412745,
Kerry McCarthy,2019-02-07,P1,1.000000e-01,   4.3000000,   24.600000,
Kerry McCarthy,2019-02-07,P10,4.761905e-03,   0.2047619,    1.171429,
Kerry McCarthy,2019-02-07,P2,4.761905e-03,   0.2047619,    1.171429,
Kerry McCarthy,2019-02-07,P3,4.761905e-03,   0.2047619,    1.171429,
Kerry McCarthy,2019-02-07,P4,4.761905e-03,   0.2047619,    1.171429,
Kerry McCarthy,2019-02-07,P5,4.761905e-03,   0.2047619,    1.171429,
Kerry McCarthy,2019-02-07,P6,7.666667e-01,  32.9666667,  188.600000,uk.org.publicwhip/debate/2019-02-07b.386.4
Kerry McCarthy,2019-02-07,P7,1.000000e-01,   4.3000000,   24.600000,
Kerry McCarthy,2019-02-07,P8,4.761905e-03,   0.2047619,    1.171429,
Kerry McCarthy,2019-02-07,P9,4.761905e-03,   0.2047619,    1.171429,
Kevin Hollinrake,2018-10-31,P1,8.333333e-03,   0.2250000,    1.291667,
Kevin Hollinrake,2018-10-31,P10,8.333333e-03,   0.2250000,    1.291667,
Kevin Hollinrake,2018-10-31,P2,9.166667e-02,   2.4750000,   14.208333,
Kevin Hollinrake,2018-10-31,P3,8.333333e-03,   0.2250000,    1.291667,
Kevin Hollinrake,2018-10-31,P4,8.333333e-03,   0.2250000,    1.291667,
Kevin Hollinrake,2018-10-31,P5,8.333333e-03,   0.2250000,    1.291667,
Kevin Hollinrake,2018-10-31,P6,3.416667e-01,   9.2250000,   52.958333,
Kevin Hollinrake,2018-10-31,P7,5.083333e-01,  13.7250000,   78.791667,uk.org.publicwhip/debate/2018-10-31a.928.4
Kevin Hollinrake,2018-10-31,P8,8.333333e-03,   0.2250000,    1.291667,
Kevin Hollinrake,2018-10-31,P9,8.333333e-03,   0.2250000,    1.291667,
Kit Malthouse,2019-03-28,P1,3.623188e-04,   0.2047101,    1.345652,
Kit Malthouse,2019-03-28,P10,1.485507e-02,   8.3931159,   55.171739,
Kit Malthouse,2019-03-28,P2,3.623188e-04,   0.2047101,    1.345652,
Kit Malthouse,2019-03-28,P3,3.623188e-04,   0.2047101,    1.345652,
Kit Malthouse,2019-03-28,P4,3.985507e-03,   2.2518116,   14.802174,
Kit Malthouse,2019-03-28,P5,3.623188e-04,   0.2047101,    1.345652,
Kit Malthouse,2019-03-28,P6,1.887681e-01, 106.6539855,  701.084783,
Kit Malthouse,2019-03-28,P7,2.938406e-01, 166.0199275, 1091.323913,
Kit Malthouse,2019-03-28,P8,1.123188e-02,   6.3460145,   41.715217,
Kit Malthouse,2019-03-28,P9,4.858696e-01, 274.5163043, 1804.519565,uk.org.publicwhip/debate/2019-03-28b.662.1
Kwasi Kwarteng,2019-10-22,P1,3.030303e-03,   0.2242424,    1.245455,
Kwasi Kwarteng,2019-10-22,P10,3.030303e-03,   0.2242424,    1.245455,
Kwasi Kwarteng,2019-10-22,P2,1.545455e-01,  11.4363636,   63.518182,
Kwasi Kwarteng,2019-10-22,P3,3.030303e-03,   0.2242424,    1.245455,
Kwasi Kwarteng,2019-10-22,P4,3.030303e-03,   0.2242424,    1.245455,
Kwasi Kwarteng,2019-10-22,P5,3.030303e-03,   0.2242424,    1.245455,
Kwasi Kwarteng,2019-10-22,P6,7.909091e-01,  58.5272727,  325.063636,uk.org.publicwhip/debate/2019-10-22d.802.0
Kwasi Kwarteng,2019-10-22,P7,3.030303e-03,   0.2242424,    1.245455,
Kwasi Kwarteng,2019-10-22,P8,3.030303e-03,   0.2242424,    1.245455,
Kwasi Kwarteng,2019-10-22,P9,3.333333e-02,   2.4666667,   13.700000,
Margaret Greenwood,2016-09-07,P1,2.580952e-01,  60.3942857,  373.721905,
Margaret Greenwood,2016-09-07,P10,9.523810e-04,   0.2228571,    1.379048,
Margaret Greenwood,2016-09-07,P2,1.047619e-02,   2.4514286,   15.169524,
Margaret Greenwood,2016-09-07,P3,9.523810e-04,   0.2228571,    1.379048,
Margaret Greenwood,2016-09-07,P4,2.952381e-02,   6.9085714,   42.750476,
Margaret Greenwood,2016-09-07,P5,2.104762e-01,  49.2514286,  304.769524,
Margaret Greenwood,2016-09-07,P6,9.523810e-04,   0.2228571,    1.379048,
Margaret Greenwood,2016-09-07,P7,2.200000e-01,  51.4800000,  318.560000,
Margaret Greenwood,2016-09-07,P8,2.676190e-01,  62.6228571,  387.512381,uk.org.publicwhip/debate/2016-09-07b.405.0
Margaret Greenwood,2016-09-07,P9,9.523810e-04,   0.2228571,    1.379048,
Margaret Ritchie,2016-01-07,P1,1.000000e-02,   0.2400000,    1.590000,
Margaret Ritchie,2016-01-07,P10,4.100000e-01,   9.8400000,   65.190000,
Margaret Ritchie,2016-01-07,P2,1.000000e-02,   0.2400000,    1.590000,
Margaret Ritchie,2016-01-07,P3,1.000000e-02,   0.2400000,    1.590000,
Margaret Ritchie,2016-01-07,P4,1.000000e-02,   0.2400000,    1.590000,
Margaret Ritchie,2016-01-07,P5,1.000000e-02,   0.2400000,    1.590000,
Margaret Ritchie,2016-01-07,P6,5.100000e-01,  12.2400000,   81.090000,uk.org.publicwhip/debate/2016-01-07b.417.3
Margaret Ritchie,2016-01-07,P7,1.000000e-02,   0.2400000,    1.590000,
Margaret Ritchie,2016-01-07,P8,1.000000e-02,   0.2400000,    1.590000,
Margaret Ritchie,2016-01-07,P9,1.000000e-02,   0.2400000,    1.590000,
Mary Creagh,2016-09-07,P1,5.352941e-02,  23.6064706,  139.230000,
Mary Creagh,2016-09-07,P10,7.705882e-02,  33.9829412,  200.430000,
Mary Creagh,2016-09-07,P2,1.300000e-01,  57.3300000,  338.130000,
Mary Creagh,2016-09-07,P3,5.882353e-04,   0.2594118,    1.530000,
Mary Creagh,2016-09-07,P4,2.005882e-01,  88.4594118,  521.730000,uk.org.publicwhip/debate/2016-09-07b.412.0
Mary Creagh,2016-09-07,P5,6.529412e-02,  28.7947059,  169.830000,
Mary Creagh,2016-09-07,P6,9.470588e-02,  41.7652941,  246.330000,
Mary Creagh,2016-09-07,P7,1.947059e-01,  85.8652941,  506.430000,
Mary Creagh,2016-09-07,P8,1.829412e-01,  80.6770588,  475.830000,
Mary Creagh,2016-09-07,P9,5.882353e-04,   0.2594118,    1.530000,
Mary Creagh,2017-02-27,P1,1.612903e-03,   0.2387097,    1.416129,
Mary Creagh,2017-02-27,P10,1.612903e-03,   0.2387097,    1.416129,
Mary Creagh,2017-02-27,P2,5.177419e-01,  76.6258065,  454.577419,uk.org.publicwhip/debate/2017-02-27b.53.1
Mary Creagh,2017-02-27,P3,1.612903e-03,   0.2387097,    1.416129,
Mary Creagh,2017-02-27,P4,1.612903e-03,   0.2387097,    1.416129,
Mary Creagh,2017-02-27,P5,1.467742e-01,  21.7225806,  128.867742,
Mary Creagh,2017-02-27,P6,6.612903e-02,   9.7870968,   58.061290,
Mary Creagh,2017-02-27,P7,5.000000e-02,   7.4000000,   43.900000,
Mary Creagh,2017-02-27,P8,2.112903e-01,  31.2709677,  185.512903,
Mary Creagh,2017-02-27,P9,1.612903e-03,   0.2387097,    1.416129,
Mary Robinson,2019-06-26,P1,4.517241e-01,  30.2655172,  173.010345,uk.org.publicwhip/debate/2019-06-26a.659.4
Mary Robinson,2019-06-26,P10,2.103448e-01,  14.0931034,   80.562069,
Mary Robinson,2019-06-26,P2,3.448276e-03,   0.2310345,    1.320690,
Mary Robinson,2019-06-26,P3,1.068966e-01,   7.1620690,   40.941379,
Mary Robinson,2019-06-26,P4,3.448276e-03,   0.2310345,    1.320690,
Mary Robinson,2019-06-26,P5,3.793103e-02,   2.5413793,   14.527586,
Mary Robinson,2019-06-26,P6,3.448276e-03,   0.2310345,    1.320690,
Mary Robinson,2019-06-26,P7,1.758621e-01,  11.7827586,   67.355172,
Mary Robinson,2019-06-26,P8,3.448276e-03,   0.2310345,    1.320690,
Mary Robinson,2019-06-26,P9,3.448276e-03,   0.2310345,    1.320690,
Matt Western,2019-03-21,P1,1.685185e-01,  22.2444444,  123.692593,
Matt Western,2019-03-21,P10,1.851852e-03,   0.2444444,    1.359259,
Matt Western,2019-03-21,P2,1.851852e-03,   0.2444444,    1.359259,
Matt Western,2019-03-21,P3,1.851852e-03,   0.2444444,    1.359259,
Matt Western,2019-03-21,P4,1.851852e-03,   0.2444444,    1.359259,
Matt Western,2019-03-21,P5,2.055556e-01,  27.1333333,  150.877778,
Matt Western,2019-03-21,P6,1.851852e-03,   0.2444444,    1.359259,
Matt Western,2019-03-21,P7,3.166667e-01,  41.8000000,  232.433333,uk.org.publicwhip/debate/2019-03-21a.1252.3
Matt Western,2019-03-21,P8,2.981481e-01,  39.3555556,  218.840741,
Matt Western,2019-03-21,P9,1.851852e-03,   0.2444444,    1.359259,
Matthew Pennycook,2017-11-15,P1,1.337719e-02,  13.3905702,   82.229605,
Matthew Pennycook,2017-11-15,P10,1.537281e-01, 153.8817982,  944.966447,
Matthew Pennycook,2017-11-15,P2,2.192982e-04,   0.2195175,    1.348026,
Matthew Pennycook,2017-11-15,P3,2.192982e-04,   0.2195175,    1.348026,
Matthew Pennycook,2017-11-15,P4,2.412281e-03,   2.4146930,   14.828289,
Matthew Pennycook,2017-11-15,P5,2.192982e-04,   0.2195175,    1.348026,
Matthew Pennycook,2017-11-15,P6,3.969298e-02,  39.7326754,  243.992763,
Matthew Pennycook,2017-11-15,P7,2.436404e-01, 243.8839912, 1497.657237,
Matthew Pennycook,2017-11-15,P8,4.188596e-02,  41.9278509,  257.473026,
Matthew Pennycook,2017-11-15,P9,5.046053e-01, 505.1098684, 3101.808553,uk.org.publicwhip/debate/2017-11-15c.494.4
Michael Ellis,2019-07-18,P1,1.538462e-03,   0.2276923,    1.387692,
Michael Ellis,2019-07-18,P10,1.538462e-03,   0.2276923,    1.387692,
Michael Ellis,2019-07-18,P2,1.538462e-03,   0.2276923,    1.387692,
Michael Ellis,2019-07-18,P3,4.015385e-01,  59.4276923,  362.187692,uk.org.publicwhip/debate/2019-07-18a.945.0
Michael Ellis,2019-07-18,P4,2.323077e-01,  34.3815385,  209.541538,
Michael Ellis,2019-07-18,P5,1.538462e-03,   0.2276923,    1.387692,
Michael Ellis,2019-07-18,P6,3.553846e-01,  52.5969231,  320.556923,
Michael Ellis,2019-07-18,P7,1.538462e-03,   0.2276923,    1.387692,
Michael Ellis,2019-07-18,P8,1.538462e-03,   0.2276923,    1.387692,
Michael Ellis,2019-07-18,P9,1.538462e-03,   0.2276923,    1.387692,
Michael Tomlinson,2017-11-07,P1,1.428571e-02,   0.2285714,    1.342857,
